Register_No,Batch,Sex,Age,Address,Mother Education,Father Education,Financial Status,SSLC marks,PUC marks,BE_marks,Number of failures,Bad habits,Study time,Activities,Sports,Health,Scholarships
4RA18CS009,18,female,19,Rural,SSLC,SSLC,Medium,94,87,84,0,Yes,4,Yes,Yes,Good,Yes
4RA18CS010,18,male,20,Rural,SSLC,PUC/Diploma,Medium,73,62,60,0,No,3,No,Yes,Poor,No
4RA18CS011,18,female,20,Rural,PUC/Diploma,PUC/Diploma,Medium,36,23,40,1,No,3,No,Yes,Good,Yes
4RA18CS012,18,male,19,Urban,PUC/Diploma,PUC/Diploma,Poor,68,65,59,0,Yes,1,Yes,Yes,Poor,Yes
4RA18CS013,18,female,19,Urban,PUC/Diploma,SSLC,Medium,82,80,72,0,Yes,1,No,No,Good,No
4RA18CS014,18,female,19,Rural,SSLC,PUC/Diploma,Medium,87,87,82,0,Yes,1,Yes,Yes,Good,Yes
4RA18CS015,18,male,19,Urban,Degree,PUC/Diploma,Medium,93,83,83,0,No,4,No,No,Good,No
4RA18CS016,18,male,19,Rural,SSLC,PUC/Diploma,Medium,76,84,78,0,Yes,4,No,No,Good,No
4RA18CS017,18,female,19,Urban,SSLC,PUC/Diploma,Medium,39,38,39,0,No,4,No,No,Good,Yes
4RA18CS018,18,female,19,Rural,PUC/Diploma,PUC/Diploma,Medium,60,66,57,0,Yes,1,No,No,Good,No
4RA18CS019,18,female,19,Rural,SSLC,Degree,Medium,41,41,42,0,Yes,5,Yes,No,Good,No
4RA18CS020,18,female,19,Rural,SSLC,PUC/Diploma,Rich,95,89,78,0,Yes,4,No,Yes,Good,Yes
4RA18CS021,18,male,19,Rural,SSLC,PUC/Diploma,Rich,42,53,50,0,No,1,Yes,No,Poor,Yes
4RA18CS022,18,male,19,Urban,PUC/Diploma,PUC/Diploma,Medium,78,80,69,0,No,2,Yes,No,Good,Yes
4RA18CS023,18,female,19,Rural,SSLC,PUC/Diploma,Poor,94,91,72,0,Yes,2,Yes,No,Good,No
4RA18CS024,18,male,19,Rural,SSLC,PUC/Diploma,Rich,84,82,73,0,No,5,No,No,Good,Yes
4RA18CS025,18,male,18,Rural,SSLC,PUC/Diploma,Medium,63,48,35,0,Yes,3,Yes,Yes,Good,Yes
4RA18CS026,18,female,19,Rural,Degree,PUC/Diploma,Rich,82,87,79,0,No,2,No,Yes,Poor,No
4RA18CS027,18,female,19,Urban,SSLC,PUC/Diploma,Medium,60,60,75,0,No,2,Yes,Yes,Poor,No
4RA18CS028,18,female,21,Urban,SSLC,SSLC,Medium,33,42,33,2,Yes,5,No,No,Good,No
4RA18CS029,18,female,19,Rural,SSLC,PUC/Diploma,Medium,80,68,61,0,No,2,No,No,Good,Yes
4RA18CS030,18,male,19,Rural,SSLC,PUC/Diploma,Rich,95,88,88,0,No,5,Yes,Yes,Poor,Yes
4RA18CS031,18,male,19,Rural,SSLC,PUC/Diploma,Medium,51,59,70,0,Yes,3,Yes,Yes,Poor,No
4RA18CS032,18,male,19,Rural,PUC/Diploma,SSLC,Medium,71,59,45,0,Yes,5,Yes,Yes,Good,Yes
4RA18CS033,18,female,20,Urban,PUC/Diploma,Degree,Poor,37,26,51,1,Yes,2,No,No,Good,Yes
4RA18CS034,18,male,19,Rural,Degree,SSLC,Medium,81,81,73,0,Yes,1,Yes,No,Good,No
4RA18CS035,18,female,20,Rural,PUC/Diploma,PUC/Diploma,Medium,50,43,29,1,No,4,Yes,Yes,Good,No
4RA18CS036,18,female,19,Rural,SSLC,PUC/Diploma,Medium,96,79,81,0,No,1,Yes,No,Good,Yes
4RA18CS037,18,female,19,Rural,PUC/Diploma,SSLC,Poor,69,55,55,0,Yes,2,Yes,No,Good,Yes
4RA18CS038,18,male,20,Rural,PUC/Diploma,SSLC,Rich,42,30,54,1,No,5,No,Yes,Poor,Yes
4RA18CS040,18,female,19,Rural,Degree,SSLC,Medium,79,69,56,0,No,3,No,No,Good,Yes
4RA18CS041,18,female,19,Urban,PUC/Diploma,PUC/Diploma,Medium,71,86,74,0,No,4,Yes,Yes,Good,No
4RA18CS042,18,male,19,Rural,PUC/Diploma,PUC/Diploma,Medium,71,58,72,0,No,3,Yes,Yes,Good,No
4RA18CS043,18,male,19,Rural,SSLC,PUC/Diploma,Medium,92,93,83,0,No,4,Yes,No,Good,Yes
4RA18CS044,18,male,19,Urban,PUC/Diploma,Degree,Medium,92,85,72,0,Yes,5,Yes,No,Good,Yes
4RA18CS045,18,male,19,Rural,SSLC,PUC/Diploma,Medium,50,37,45,0,No,2,No,No,Poor,No
4RA18CS046,18,male,19,Rural,SSLC,PUC/Diploma,Medium,58,73,58,0,Yes,2,No,Yes,Good,No
4RA18CS047,18,female,19,Urban,Degree,PUC/Diploma,Poor,95,86,83,0,No,1,Yes,No,Poor,Yes
4RA18CS049,18,male,19,Rural,PUC/Diploma,PUC/Diploma,Medium,85,79,72,0,Yes,1,Yes,No,Good,Yes
4RA18CS050,18,female,19,Rural,SSLC,PUC/Diploma,Medium,67,71,69,0,No,4,Yes,No,Good,Yes
4RA18CS051,18,male,19,Rural,PUC/Diploma,PUC/Diploma,Poor,65,78,82,0,No,5,No,No,Good,No
4RA18CS052,18,female,19,Urban,SSLC,SSLC,Medium,75,81,67,0,No,5,Yes,Yes,Good,Yes
4RA18CS054,18,female,19,Urban,PUC/Diploma,PUC/Diploma,Rich,95,95,73,0,Yes,5,No,No,Good,Yes
4RA18CS055,18,male,19,Rural,SSLC,PUC/Diploma,Poor,89,79,74,0,No,3,No,Yes,Good,No
4RA18CS056,18,male,19,Rural,Degree,SSLC,Medium,86,87,83,0,No,5,Yes,No,Good,Yes
4RA18CS057,18,male,19,Rural,PUC/Diploma,PUC/Diploma,Medium,63,73,64,0,Yes,3,Yes,No,Good,No
4RA18CS058,18,female,19,Rural,SSLC,PUC/Diploma,Poor,58,46,42,0,No,1,No,Yes,Good,No
4RA18CS059,18,male,21,Urban,PUC/Diploma,PUC/Diploma,Medium,36,23,34,2,Yes,5,No,Yes,Good,No
4RA18CS060,18,male,19,Urban,PUC/Diploma,SSLC,Medium,82,68,61,0,No,4,No,Yes,Good,Yes
4RA18CS061,18,female,19,Urban,PUC/Diploma,PUC/Diploma,Medium,76,61,55,0,Yes,2,Yes,Yes,Good,No
4RA18CS062,18,male,19,Rural,PUC/Diploma,Degree,Rich,71,79,71,0,No,1,No,Yes,Poor,No
4RA18CS063,18,female,20,Urban,Degree,SSLC,Medium,37,39,26,1,Yes,1,Yes,No,Good,No
4RA18CS064,18,female,19,Rural,PUC/Diploma,PUC/Diploma,Poor,40,44,42,0,No,3,Yes,Yes,Good,Yes
4RA18CS065,18,male,19,Rural,SSLC,SSLC,Medium,95,87,77,0,No,5,No,Yes,Good,Yes
4RA18CS066,18,female,19,Urban,PUC/Diploma,PUC/Diploma,Medium,44,55,42,0,Yes,5,Yes,No,Poor,Yes
4RA18CS068,18,female,20,Urban,Degree,SSLC,Medium,39,29,40,1,No,2,Yes,Yes,Good,No
4RA18CS069,18,female,19,Rural,SSLC,SSLC,Medium,95,85,75,0,No,4,No,No,Good,Yes
4RA18CS070,18,female,19,Urban,PUC/Diploma,PUC/Diploma,Medium,96,86,69,0,No,5,No,Yes,Good,Yes
4RA18CS071,18,male,18,Urban,Degree,PUC/Diploma,Medium,38,41,44,0,Yes,2,Yes,No,Good,Yes
4RA18CS072,18,male,19,Urban,PUC/Diploma,PUC/Diploma,Medium,56,51,49,0,Yes,3,Yes,Yes,Good,Yes
4RA18CS073,18,male,19,Urban,PUC/Diploma,PUC/Diploma,Rich,76,86,79,0,No,2,Yes,Yes,Good,Yes
4RA18CS074,18,female,19,Urban,PUC/Diploma,SSLC,Medium,38,53,51,0,No,2,No,Yes,Poor,No
4RA18CS075,18,female,19,Urban,SSLC,SSLC,Poor,74,86,75,0,Yes,5,No,No,Good,No
4RA18CV001,18,female,19,Rural,SSLC,SSLC,Medium,43,38,41,0,No,4,No,No,Good,No
4RA18CV002,18,female,19,Rural,PUC/Diploma,PUC/Diploma,Medium,55,47,52,0,Yes,1,No,Yes,Good,Yes
4RA18CV003,18,female,19,Rural,SSLC,SSLC,Medium,89,79,70,0,No,4,Yes,Yes,Good,Yes
4RA18CV004,18,male,18,Rural,SSLC,PUC/Diploma,Poor,39,43,35,0,No,2,Yes,Yes,Poor,No
4RA18CV005,18,male,19,Urban,PUC/Diploma,SSLC,Poor,46,38,36,0,No,1,Yes,Yes,Good,No
4RA18CV006,18,male,19,Urban,Degree,SSLC,Medium,60,69,69,0,No,5,Yes,Yes,Poor,No
4RA18CV007,18,female,19,Rural,PUC/Diploma,SSLC,Medium,96,95,81,0,Yes,3,No,Yes,Good,No
4RA18CV008,18,male,19,Urban,SSLC,PUC/Diploma,Medium,90,80,72,0,Yes,4,Yes,No,Good,No
4RA18CV010,18,female,18,Urban,Degree,PUC/Diploma,Medium,61,66,60,0,No,4,Yes,Yes,Poor,Yes
4RA18CV011,18,male,19,Rural,SSLC,Degree,Rich,87,79,70,0,Yes,2,No,Yes,Good,No
4RA18CV012,18,female,19,Rural,PUC/Diploma,SSLC,Poor,53,52,64,0,Yes,1,Yes,Yes,Good,Yes
4RA18CV013,18,female,19,Urban,SSLC,SSLC,Medium,73,59,57,0,No,3,Yes,No,Good,Yes
4RA18CV014,18,male,19,Rural,PUC/Diploma,PUC/Diploma,Rich,59,52,44,0,Yes,1,Yes,No,Good,No
4RA18CV015,18,female,19,Rural,PUC/Diploma,Degree,Medium,57,52,60,0,Yes,5,Yes,Yes,Good,Yes
4RA18CV016,18,male,19,Rural,SSLC,Degree,Medium,74,72,72,0,No,4,Yes,No,Good,No
4RA18CV017,18,female,19,Rural,SSLC,PUC/Diploma,Medium,63,52,43,0,Yes,2,Yes,No,Good,Yes
4RA18CV018,18,male,20,Rural,SSLC,PUC/Diploma,Medium,36,31,47,1,No,1,Yes,Yes,Good,Yes
4RA18CV019,18,female,19,Urban,SSLC,Degree,Poor,55,58,60,0,Yes,2,No,Yes,Good,No
4RA18CV020,18,male,19,Rural,Degree,SSLC,Medium,75,80,74,0,No,1,Yes,No,Good,Yes
4RA18CV021,18,male,19,Rural,SSLC,PUC/Diploma,Medium,62,75,62,0,Yes,4,Yes,Yes,Good,Yes
4RA18CV022,18,male,19,Urban,SSLC,PUC/Diploma,Rich,66,77,71,0,Yes,2,No,No,Good,No
4RA18CV023,18,female,19,Rural,SSLC,PUC/Diploma,Medium,68,73,70,0,Yes,4,Yes,Yes,Poor,No
4RA18CV024,18,male,19,Rural,SSLC,Degree,Rich,63,48,37,0,No,2,No,No,Good,No
4RA18CV025,18,female,19,Urban,PUC/Diploma,Degree,Medium,51,51,63,0,No,4,No,Yes,Good,No
4RA18CV026,18,female,19,Urban,PUC/Diploma,Degree,Medium,93,91,89,0,Yes,4,Yes,No,Good,Yes
4RA18CV027,18,female,19,Rural,Degree,SSLC,Rich,65,60,62,0,Yes,1,No,Yes,Good,No
4RA18CV028,18,male,21,Urban,SSLC,PUC/Diploma,Rich,34,35,33,2,Yes,4,Yes,No,Good,Yes
4RA18CV029,18,female,21,Rural,Degree,SSLC,Medium,33,34,35,2,Yes,1,Yes,Yes,Good,No
4RA18CV030,18,male,19,Rural,SSLC,PUC/Diploma,Medium,96,82,75,0,Yes,2,No,No,Good,Yes
4RA18CV031,18,male,19,Rural,Degree,PUC/Diploma,Poor,63,53,55,0,No,5,No,Yes,Poor,Yes
4RA18CV032,18,female,19,Rural,SSLC,PUC/Diploma,Poor,38,47,52,0,No,1,Yes,Yes,Poor,Yes
4RA18CV033,18,male,19,Urban,PUC/Diploma,SSLC,Poor,67,60,48,0,No,4,Yes,No,Good,Yes
4RA18CV034,18,male,19,Urban,PUC/Diploma,SSLC,Rich,57,68,59,0,No,2,Yes,No,Good,Yes
4RA18CV035,18,male,19,Rural,SSLC,SSLC,Medium,66,67,52,0,Yes,1,No,No,Good,Yes
4RA18CV036,18,male,19,Urban,SSLC,SSLC,Medium,89,87,86,0,Yes,2,Yes,No,Good,Yes
4RA18CV037,18,female,20,Rural,PUC/Diploma,PUC/Diploma,Medium,34,48,50,1,No,4,No,No,Good,No
4RA18CV038,18,female,19,Rural,Degree,PUC/Diploma,Poor,89,76,72,0,Yes,5,Yes,No,Good,Yes
4RA18CV040,18,male,19,Urban,SSLC,PUC/Diploma,Medium,94,86,72,0,Yes,4,Yes,No,Good,Yes
4RA18CV041,18,male,19,Rural,Degree,PUC/Diploma,Medium,60,56,60,0,Yes,4,No,Yes,Good,Yes
4RA18CV042,18,male,20,Urban,PUC/Diploma,PUC/Diploma,Medium,83,90,73,0,No,2,Yes,No,Poor,Yes
4RA18CV043,18,female,20,Rural,PUC/Diploma,SSLC,Medium,42,28,55,1,No,1,No,Yes,Good,Yes
4RA18CV044,18,female,19,Rural,Degree,PUC/Diploma,Medium,50,50,61,0,No,5,Yes,No,Poor,Yes
4RA18CV045,18,male,19,Rural,SSLC,PUC/Diploma,Poor,55,53,67,0,No,1,Yes,Yes,Poor,No
4RA18CV046,18,male,19,Urban,Degree,Degree,Rich,70,58,46,0,No,2,Yes,Yes,Good,Yes
4RA18CV047,18,female,19,Urban,Degree,PUC/Diploma,Rich,59,50,48,0,No,4,Yes,No,Poor,Yes
4RA18CV049,18,male,19,Rural,PUC/Diploma,Degree,Medium,91,81,77,0,No,2,Yes,No,Good,No
4RA18CV051,18,male,19,Rural,SSLC,SSLC,Rich,48,46,51,0,No,4,No,Yes,Good,No
4RA18CV052,18,male,18,Urban,SSLC,PUC/Diploma,Rich,41,36,48,0,No,2,No,Yes,Good,Yes
4RA18CV053,18,male,19,Urban,PUC/Diploma,SSLC,Medium,83,81,74,0,No,4,Yes,No,Good,Yes
4RA18CV054,18,female,19,Urban,SSLC,PUC/Diploma,Poor,57,61,72,0,No,5,Yes,Yes,Good,No
4RA18CV056,18,female,19,Urban,Degree,PUC/Diploma,Medium,59,73,83,0,Yes,4,No,No,Good,Yes
4RA18CV057,18,male,19,Urban,PUC/Diploma,PUC/Diploma,Rich,79,78,72,0,Yes,4,No,No,Good,No
4RA18CV058,18,female,19,Urban,SSLC,Degree,Rich,79,79,78,0,No,2,Yes,No,Good,Yes
4RA18CV059,18,male,20,Rural,Degree,PUC/Diploma,Rich,61,68,74,0,Yes,3,No,No,Poor,No
4RA18CV060,18,male,19,Urban,SSLC,PUC/Diploma,Poor,68,79,70,0,Yes,1,Yes,Yes,Poor,Yes
4RA18CV061,18,male,20,Urban,PUC/Diploma,PUC/Diploma,Rich,52,57,60,0,Yes,1,No,No,Good,No
4RA18CV062,18,female,19,Rural,PUC/Diploma,PUC/Diploma,Poor,60,46,40,0,Yes,1,No,Yes,Good,Yes
4RA18CV063,18,female,19,Urban,SSLC,Degree,Medium,58,72,64,0,Yes,2,Yes,Yes,Good,Yes
4RA18CV064,18,female,19,Urban,SSLC,SSLC,Poor,81,69,62,0,Yes,5,Yes,Yes,Good,No
4RA18CV065,18,male,19,Rural,SSLC,PUC/Diploma,Medium,96,94,80,0,Yes,3,No,No,Good,Yes
4RA18CV066,18,male,19,Urban,PUC/Diploma,SSLC,Medium,88,88,71,0,No,3,No,Yes,Good,No
4RA18CV067,18,female,19,Rural,PUC/Diploma,PUC/Diploma,Medium,50,52,40,0,Yes,1,No,No,Poor,Yes
4RA18CV068,18,male,20,Rural,SSLC,PUC/Diploma,Rich,37,38,25,1,Yes,1,No,No,Good,Yes
4RA18CV069,18,female,20,Urban,SSLC,PUC/Diploma,Rich,35,34,51,1,Yes,2,Yes,No,Good,No
4RA18CV070,18,male,19,Urban,SSLC,Degree,Medium,67,56,69,0,Yes,4,No,No,Good,No
4RA18CV071,18,male,20,Rural,PUC/Diploma,PUC/Diploma,Medium,68,53,58,0,Yes,5,No,No,Good,No
4RA18CV072,18,male,19,Rural,Degree,SSLC,Rich,53,45,45,0,No,3,No,No,Good,Yes
4RA18CV073,18,male,19,Urban,SSLC,SSLC,Medium,49,50,36,0,No,2,No,Yes,Poor,Yes
4RA18CV074,18,female,19,Urban,SSLC,PUC/Diploma,Medium,37,43,42,0,Yes,4,No,No,Good,No
4RA18CV075,18,male,19,Rural,SSLC,SSLC,Poor,44,43,35,0,Yes,3,Yes,No,Good,No
4RA18EC001,18,female,19,Rural,SSLC,Degree,Medium,46,50,44,0,Yes,2,Yes,No,Good,Yes
4RA18EC003,18,male,19,Urban,SSLC,PUC/Diploma,Medium,66,69,69,0,Yes,3,No,No,Good,No
4RA18EC004,18,female,19,Rural,SSLC,PUC/Diploma,Rich,64,67,78,0,No,2,Yes,No,Good,No
4RA18EC005,18,male,18,Urban,PUC/Diploma,Degree,Medium,85,81,69,0,No,5,Yes,Yes,Good,No
4RA18EC006,18,male,19,Urban,Degree,PUC/Diploma,Poor,89,86,84,0,Yes,4,Yes,No,Good,No
4RA18EC007,18,female,19,Urban,SSLC,Degree,Poor,94,86,70,0,No,1,Yes,Yes,Poor,No
4RA18EC008,18,male,19,Urban,SSLC,SSLC,Medium,56,61,66,0,Yes,1,Yes,Yes,Good,Yes
4RA18EC009,18,female,19,Rural,PUC/Diploma,PUC/Diploma,Medium,91,83,74,0,Yes,2,No,Yes,Good,No
4RA18EC011,18,male,19,Urban,SSLC,PUC/Diploma,Medium,80,79,71,0,No,2,No,No,Good,No
4RA18EC012,18,male,19,Rural,Degree,SSLC,Poor,58,58,59,0,Yes,5,Yes,No,Good,No
4RA18EC013,18,female,19,Rural,PUC/Diploma,SSLC,Poor,92,84,74,0,Yes,2,Yes,Yes,Poor,Yes
4RA18EC014,18,male,19,Urban,Degree,PUC/Diploma,Rich,63,68,74,0,Yes,4,Yes,No,Good,No
4RA18EC015,18,male,20,Urban,SSLC,SSLC,Medium,51,38,31,1,No,1,Yes,No,Good,No
4RA18EC016,18,male,19,Urban,PUC/Diploma,SSLC,Medium,90,77,64,0,Yes,2,Yes,Yes,Good,Yes
4RA18EC017,18,female,19,Urban,SSLC,SSLC,Medium,41,55,55,0,Yes,1,Yes,No,Poor,No
4RA18EC018,18,female,19,Rural,SSLC,SSLC,Rich,65,56,52,0,Yes,2,No,No,Good,Yes
4RA18EC019,18,female,19,Rural,Degree,Degree,Medium,42,54,43,0,No,3,No,No,Poor,No
4RA18EC020,18,male,19,Urban,SSLC,PUC/Diploma,Medium,82,74,71,0,No,2,Yes,No,Poor,No
4RA18EC021,18,male,19,Urban,Degree,SSLC,Poor,84,75,72,0,No,1,Yes,Yes,Good,No
4RA18EC022,18,female,19,Rural,Degree,Degree,Medium,69,80,80,0,Yes,2,No,Yes,Good,Yes
4RA18EC023,18,male,19,Urban,SSLC,PUC/Diploma,Poor,61,53,66,0,Yes,2,Yes,No,Good,Yes
4RA18EC024,18,female,19,Urban,SSLC,SSLC,Poor,63,66,79,0,Yes,2,No,No,Good,Yes
4RA18EC025,18,male,19,Rural,Degree,PUC/Diploma,Medium,35,49,40,0,Yes,2,No,No,Poor,Yes
4RA18EC026,18,female,19,Urban,PUC/Diploma,PUC/Diploma,Poor,61,49,50,0,No,3,Yes,No,Good,Yes
4RA18EC027,18,female,21,Rural,Degree,PUC/Diploma,Medium,40,31,33,2,Yes,3,No,No,Good,No
4RA18EC028,18,female,19,Rural,SSLC,Degree,Medium,90,89,69,0,Yes,3,Yes,No,Good,No
4RA18EC029,18,female,19,Urban,Degree,PUC/Diploma,Medium,75,81,69,0,No,1,Yes,No,Good,Yes
4RA18EC030,18,female,19,Rural,SSLC,PUC/Diploma,Poor,59,59,45,0,Yes,4,Yes,No,Poor,No
4RA18EC032,18,female,19,Rural,SSLC,PUC/Diploma,Poor,44,43,45,0,No,5,Yes,Yes,Good,No
4RA18EC033,18,female,19,Urban,SSLC,PUC/Diploma,Medium,67,73,66,0,Yes,4,Yes,Yes,Poor,Yes
4RA18EC034,18,female,19,Urban,Degree,PUC/Diploma,Poor,83,79,78,0,No,1,No,No,Good,Yes
4RA18EC035,18,male,19,Urban,PUC/Diploma,PUC/Diploma,Medium,81,69,70,0,No,2,Yes,Yes,Poor,Yes
4RA18EC036,18,female,19,Rural,SSLC,PUC/Diploma,Medium,88,91,73,0,No,4,No,Yes,Good,Yes
4RA18EC037,18,male,19,Urban,PUC/Diploma,SSLC,Medium,74,86,84,0,No,5,No,Yes,Good,Yes
4RA18EC038,18,female,20,Rural,SSLC,PUC/Diploma,Medium,36,27,47,1,Yes,1,Yes,No,Good,Yes
4RA18EC039,18,male,19,Rural,SSLC,SSLC,Medium,71,66,52,0,Yes,2,No,No,Poor,No
4RA18EC040,18,female,19,Urban,Degree,SSLC,Medium,47,52,37,0,Yes,4,No,Yes,Poor,No
4RA18EC041,18,female,20,Rural,Degree,Degree,Rich,40,42,32,1,Yes,4,Yes,No,Poor,Yes
4RA18EC042,18,female,19,Rural,PUC/Diploma,SSLC,Medium,64,70,78,0,Yes,4,Yes,Yes,Good,Yes
4RA18EC043,18,male,19,Rural,SSLC,Degree,Rich,83,91,72,0,Yes,2,Yes,No,Poor,No
4RA18EC044,18,female,19,Rural,SSLC,PUC/Diploma,Medium,77,71,76,0,Yes,5,Yes,No,Good,No
4RA18EC046,18,male,19,Rural,SSLC,SSLC,Poor,58,68,71,0,No,5,No,No,Good,No
4RA18EC048,18,female,19,Rural,PUC/Diploma,PUC/Diploma,Medium,83,83,83,0,Yes,1,Yes,Yes,Poor,No
4RA18EC049,18,male,19,Rural,SSLC,PUC/Diploma,Medium,92,86,78,0,Yes,3,Yes,No,Good,Yes
4RA18EC050,18,female,19,Urban,SSLC,PUC/Diploma,Medium,79,78,82,0,Yes,1,Yes,No,Good,No
4RA18EC051,18,female,19,Rural,PUC/Diploma,Degree,Poor,74,65,64,0,Yes,5,Yes,Yes,Good,No
4RA18EC052,18,male,19,Rural,Degree,SSLC,Poor,69,62,58,0,No,4,No,Yes,Good,Yes
4RA18EC053,18,female,21,Urban,SSLC,PUC/Diploma,Medium,38,28,26,2,No,5,No,No,Good,No
4RA18EC054,18,male,19,Rural,PUC/Diploma,SSLC,Medium,42,41,42,0,No,3,Yes,No,Good,Yes
4RA18EC055,18,male,19,Urban,Degree,PUC/Diploma,Medium,54,60,71,0,No,4,Yes,No,Good,Yes
4RA18EC056,18,female,19,Urban,SSLC,PUC/Diploma,Rich,86,79,68,0,Yes,2,Yes,No,Good,No
4RA18EC057,18,male,19,Rural,Degree,PUC/Diploma,Medium,65,56,44,0,Yes,4,Yes,Yes,Good,Yes
4RA18EC058,18,female,19,Urban,SSLC,PUC/Diploma,Poor,57,67,55,0,Yes,4,Yes,Yes,Good,Yes
4RA18EC059,18,male,19,Rural,SSLC,SSLC,Medium,50,46,49,0,No,3,No,No,Poor,Yes
4RA18EC060,18,male,19,Rural,SSLC,PUC/Diploma,Medium,88,79,74,0,No,5,Yes,No,Poor,Yes
4RA18EC061,18,female,19,Urban,SSLC,SSLC,Rich,49,54,68,0,No,4,No,No,Good,No
4RA18EC062,18,female,19,Rural,PUC/Diploma,PUC/Diploma,Medium,92,82,68,0,Yes,4,Yes,No,Poor,Yes
4RA18EC063,18,female,19,Rural,Degree,SSLC,Medium,78,80,83,0,No,4,No,No,Poor,No
4RA18EC064,18,male,19,Urban,SSLC,SSLC,Medium,67,54,49,0,No,5,Yes,No,Good,Yes
4RA18EC065,18,female,19,Rural,PUC/Diploma,PUC/Diploma,Medium,42,36,38,0,No,3,No,No,Good,Yes
4RA18EC066,18,male,19,Urban,SSLC,PUC/Diploma,Medium,69,56,52,0,No,5,No,No,Poor,No
4RA18EC067,18,female,19,Rural,SSLC,SSLC,Medium,44,36,41,0,Yes,2,Yes,Yes,Good,No
4RA18EC068,18,male,19,Rural,SSLC,SSLC,Medium,54,69,58,0,Yes,2,No,No,Good,Yes
4RA18EC069,18,female,20,Rural,PUC/Diploma,SSLC,Medium,46,37,22,1,Yes,2,No,No,Poor,No
4RA18EC070,18,female,19,Urban,SSLC,SSLC,Medium,41,51,51,0,Yes,4,No,No,Good,Yes
4RA18EC071,18,female,19,Rural,Degree,PUC/Diploma,Medium,67,52,59,0,No,4,No,No,Good,No
4RA18EC072,18,female,19,Urban,SSLC,PUC/Diploma,Rich,37,51,37,0,No,2,No,Yes,Good,No
4RA18EC073,18,male,19,Rural,Degree,SSLC,Rich,44,45,56,0,Yes,5,Yes,No,Good,Yes
4RA18EC074,18,female,19,Rural,SSLC,SSLC,Medium,46,49,64,0,Yes,4,No,No,Good,No
4RA18EC075,18,male,19,Rural,SSLC,SSLC,Medium,65,52,54,0,Yes,4,Yes,No,Poor,No
4RA18EE001,18,female,19,Rural,Degree,Degree,Medium,72,74,59,0,Yes,2,No,No,Good,No
4RA18EE002,18,male,19,Urban,Degree,PUC/Diploma,Poor,86,75,75,0,No,2,No,No,Good,Yes
4RA18EE003,18,male,19,Rural,Degree,SSLC,Rich,56,65,70,0,Yes,3,Yes,Yes,Good,Yes
4RA18EE004,18,female,20,Rural,SSLC,PUC/Diploma,Rich,34,35,43,1,No,5,No,No,Poor,Yes
4RA18EE005,18,female,19,Urban,PUC/Diploma,SSLC,Medium,89,81,81,0,No,1,Yes,Yes,Good,No
4RA18EE006,18,female,19,Urban,PUC/Diploma,Degree,Medium,52,54,61,0,Yes,2,Yes,Yes,Good,No
4RA18EE007,18,male,19,Rural,Degree,PUC/Diploma,Medium,80,75,69,0,No,1,No,Yes,Good,No
4RA18EE009,18,female,19,Rural,SSLC,PUC/Diploma,Medium,94,87,84,0,No,4,Yes,Yes,Good,No
4RA18EE010,18,male,19,Urban,SSLC,Degree,Medium,86,72,68,0,Yes,3,Yes,No,Good,Yes
4RA18EE011,18,male,20,Rural,PUC/Diploma,SSLC,Medium,35,25,51,1,No,4,No,Yes,Good,Yes
4RA18EE012,18,male,19,Rural,SSLC,SSLC,Medium,59,55,48,0,No,3,No,No,Poor,Yes
4RA18EE013,18,female,19,Urban,Degree,Degree,Medium,43,58,61,0,Yes,1,Yes,No,Good,Yes
4RA18EE014,18,female,19,Urban,SSLC,PUC/Diploma,Medium,33,52,41,1,Yes,1,No,Yes,Good,Yes
4RA18EE016,18,female,19,Urban,SSLC,SSLC,Poor,83,92,70,0,No,2,Yes,Yes,Good,Yes
4RA18EE018,18,male,19,Urban,PUC/Diploma,Degree,Poor,36,36,38,0,No,2,Yes,Yes,Good,Yes
4RA18EE019,18,female,19,Urban,SSLC,Degree,Medium,94,84,77,0,Yes,5,Yes,Yes,Good,Yes
4RA18EE020,18,female,19,Urban,Degree,PUC/Diploma,Poor,84,84,77,0,Yes,1,Yes,No,Good,Yes
4RA18EE022,18,female,19,Urban,SSLC,SSLC,Medium,65,63,60,0,No,3,Yes,Yes,Poor,Yes
4RA18EE023,18,female,19,Urban,PUC/Diploma,Degree,Medium,64,54,43,0,Yes,4,No,No,Good,No
4RA18EE024,18,male,19,Rural,SSLC,SSLC,Poor,90,83,79,0,Yes,2,No,Yes,Good,No
4RA18EE025,18,female,19,Rural,PUC/Diploma,SSLC,Poor,66,80,71,0,Yes,2,Yes,No,Good,Yes
4RA18EE026,18,male,19,Rural,SSLC,PUC/Diploma,Medium,36,50,56,0,Yes,4,Yes,Yes,Poor,Yes
4RA18EE027,18,male,19,Urban,PUC/Diploma,PUC/Diploma,Medium,62,62,58,0,Yes,5,Yes,Yes,Good,Yes
4RA18EE028,18,male,21,Rural,SSLC,Degree,Rich,36,28,30,2,No,1,Yes,Yes,Poor,Yes
4RA18EE029,18,female,21,Urban,PUC/Diploma,SSLC,Medium,34,34,29,3,No,5,Yes,Yes,Poor,Yes
4RA18EE030,18,female,19,Urban,SSLC,SSLC,Rich,74,75,73,0,Yes,5,No,No,Good,Yes
4RA18EE031,18,female,19,Urban,PUC/Diploma,PUC/Diploma,Medium,65,50,60,0,Yes,3,Yes,Yes,Good,Yes
